
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-10 21:49:25 /api/catalog-plants/29 ............................................................. ~ 515.90ms
  2026-04-10 21:49:26 /api/catalog-plants/29 ............................................................. ~ 511.07ms
  2026-04-10 21:49:37 /api/plots ......................................................................... ~ 511.56ms
  2026-04-10 21:49:38 /api/inventory ..................................................................... ~ 511.26ms
  2026-04-10 21:49:38 /api/plots ............................................................................... ~ 1s
  2026-04-10 21:49:38 /api/inventory ..................................................................... ~ 531.10ms
  2026-04-10 21:50:12 /api/plots ......................................................................... ~ 516.74ms
  2026-04-10 21:50:13 /api/community ..................................................................... ~ 503.20ms
  2026-04-10 21:50:13 /api/plots ............................................................................... ~ 1s
  2026-04-10 21:50:14 /api/community ........................................................................... ~ 1s
